train dataset:
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/74.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/76.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/77.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/78.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/79.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/80.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/81.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/82.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/83.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/85.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/87.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/89.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/9.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/93.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/94.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/95.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/97.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/98.txt
3 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/用户启用/99.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/1.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/17.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/24.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/27.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/31.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/32.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/33.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/35.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/38.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/4.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/44.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/46.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/59.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/60.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/62.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/71.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/78.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/79.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/81.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/92.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为用户/97.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/13.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/3.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/38.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/39.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/45.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/47.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/49.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/57.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/74.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/76.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/78.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/82.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/85.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/88.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/89.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/9.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/91.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/94.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/95.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/96.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/97.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/98.txt
5 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/user/设为管理员/99.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/12.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/13.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/20.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/22.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/24.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/34.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/36.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/40.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/42.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/47.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/52.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/54.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/62.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/64.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/67.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/73.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/75.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/77.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/79.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/8.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/80.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/83.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/84.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/9.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/90.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/91.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/92.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/93.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/94.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/95.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/96.txt
17 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/用户启用/forum-java LogParse 1650695461428/97.txt
